id,category,subcategory,clean_text,corrupt_text,clean_label,corrupt_label,target_tokens,target_positions,difficulty,expected_layer_sensitivity,notes
70,lexical,strong_swap,The quality was wonderful,The quality was awful,positive,negative,"['wonderful', 'awful']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: wonderful vs awful
71,lexical,strong_swap,"Overall, dinner was amazing","Overall, dinner was appalling",positive,negative,"['amazing', 'appalling']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: amazing vs appalling
72,lexical,strong_swap,The food was incredible,The food was pathetic,positive,negative,"['incredible', 'pathetic']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: incredible vs pathetic
73,lexical,strong_swap,This movie is absolutely wonderful,This movie is absolutely deplorable,positive,negative,"['wonderful', 'deplorable']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: wonderful vs deplorable
74,lexical,strong_swap,I found the film quite spectacular,I found the film quite pathetic,positive,negative,"['spectacular', 'pathetic']",[6],easy,"[1, 2, 3]",Strong positive/negative swap: spectacular vs pathetic
75,lexical,strong_swap,I found it wonderful,I found it pathetic,positive,negative,"['wonderful', 'pathetic']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: wonderful vs pathetic
76,lexical,strong_swap,I found the service fantastic,I found the service awful,positive,negative,"['fantastic', 'awful']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: fantastic vs awful
77,lexical,strong_swap,The food was incredible,The food was appalling,positive,negative,"['incredible', 'appalling']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: incredible vs appalling
78,lexical,strong_swap,I found the service magnificent,I found the service dreadful,positive,negative,"['magnificent', 'dreadful']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: magnificent vs dreadful
79,lexical,strong_swap,"Overall, it was brilliant","Overall, it was dreadful",positive,negative,"['brilliant', 'dreadful']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: brilliant vs dreadful
80,lexical,strong_swap,The meal was absolutely spectacular,The meal was absolutely pathetic,positive,negative,"['spectacular', 'pathetic']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: spectacular vs pathetic
81,lexical,strong_swap,I thought the film was amazing,I thought the film was atrocious,positive,negative,"['amazing', 'atrocious']",[6],easy,"[1, 2, 3]",Strong positive/negative swap: amazing vs atrocious
82,lexical,strong_swap,"Overall, the book felt magnificent","Overall, the book felt deplorable",positive,negative,"['magnificent', 'deplorable']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: magnificent vs deplorable
83,lexical,strong_swap,Our dining experience was fantastic,Our dining experience was horrible,positive,negative,"['fantastic', 'horrible']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: fantastic vs horrible
84,lexical,strong_swap,The movie was fantastic,The movie was abysmal,positive,negative,"['fantastic', 'abysmal']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: fantastic vs abysmal
85,lexical,strong_swap,The movie was magnificent,The movie was atrocious,positive,negative,"['magnificent', 'atrocious']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: magnificent vs atrocious
86,lexical,strong_swap,The movie was wonderful,The movie was terrible,positive,negative,"['wonderful', 'terrible']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: wonderful vs terrible
87,lexical,strong_swap,The writing was brilliant,The writing was horrible,positive,negative,"['brilliant', 'horrible']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: brilliant vs horrible
88,lexical,strong_swap,The restaurant was wonderful,The restaurant was horrible,positive,negative,"['wonderful', 'horrible']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: wonderful vs horrible
89,lexical,strong_swap,I thought the plot was brilliant,I thought the plot was abysmal,positive,negative,"['brilliant', 'abysmal']",[6],easy,"[1, 2, 3]",Strong positive/negative swap: brilliant vs abysmal
90,lexical,strong_swap,The food was outstanding,The food was deplorable,positive,negative,"['outstanding', 'deplorable']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: outstanding vs deplorable
91,lexical,strong_swap,I thought the film was spectacular,I thought the film was pathetic,positive,negative,"['spectacular', 'pathetic']",[6],easy,"[1, 2, 3]",Strong positive/negative swap: spectacular vs pathetic
92,lexical,strong_swap,I found the film quite spectacular,I found the film quite deplorable,positive,negative,"['spectacular', 'deplorable']",[6],easy,"[1, 2, 3]",Strong positive/negative swap: spectacular vs deplorable
93,lexical,strong_swap,Our dining experience was outstanding,Our dining experience was horrible,positive,negative,"['outstanding', 'horrible']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: outstanding vs horrible
94,lexical,strong_swap,I found the film quite superb,I found the film quite appalling,positive,negative,"['superb', 'appalling']",[6],easy,"[1, 2, 3]",Strong positive/negative swap: superb vs appalling
95,lexical,strong_swap,I found the service incredible,I found the service disgusting,positive,negative,"['incredible', 'disgusting']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: incredible vs disgusting
96,lexical,strong_swap,The quality was brilliant,The quality was dreadful,positive,negative,"['brilliant', 'dreadful']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: brilliant vs dreadful
97,lexical,strong_swap,I thought the film was spectacular,I thought the film was pathetic,positive,negative,"['spectacular', 'pathetic']",[6],easy,"[1, 2, 3]",Strong positive/negative swap: spectacular vs pathetic
98,lexical,strong_swap,The movie was brilliant,The movie was dreadful,positive,negative,"['brilliant', 'dreadful']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: brilliant vs dreadful
99,lexical,strong_swap,"Overall, it was excellent","Overall, it was horrible",positive,negative,"['excellent', 'horrible']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: excellent vs horrible
100,lexical,strong_swap,"Overall, the movie felt incredible","Overall, the movie felt disgusting",positive,negative,"['incredible', 'disgusting']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: incredible vs disgusting
101,lexical,strong_swap,The food was amazing,The food was deplorable,positive,negative,"['amazing', 'deplorable']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: amazing vs deplorable
102,lexical,strong_swap,The book was outstanding,The book was disgusting,positive,negative,"['outstanding', 'disgusting']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: outstanding vs disgusting
103,lexical,strong_swap,Our dining experience was outstanding,Our dining experience was dreadful,positive,negative,"['outstanding', 'dreadful']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: outstanding vs dreadful
104,lexical,strong_swap,The restaurant was amazing,The restaurant was abysmal,positive,negative,"['amazing', 'abysmal']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: amazing vs abysmal
105,lexical,strong_swap,I found the service brilliant,I found the service dreadful,positive,negative,"['brilliant', 'dreadful']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: brilliant vs dreadful
106,lexical,strong_swap,The movie was brilliant,The movie was terrible,positive,negative,"['brilliant', 'terrible']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: brilliant vs terrible
107,lexical,strong_swap,The book was wonderful,The book was deplorable,positive,negative,"['wonderful', 'deplorable']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: wonderful vs deplorable
108,lexical,strong_swap,This item is wonderful,This item is deplorable,positive,negative,"['wonderful', 'deplorable']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: wonderful vs deplorable
109,lexical,strong_swap,"Overall, the movie felt magnificent","Overall, the movie felt deplorable",positive,negative,"['magnificent', 'deplorable']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: magnificent vs deplorable
110,lexical,strong_swap,The restaurant was outstanding,The restaurant was atrocious,positive,negative,"['outstanding', 'atrocious']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: outstanding vs atrocious
111,lexical,strong_swap,The product was excellent,The product was pathetic,positive,negative,"['excellent', 'pathetic']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: excellent vs pathetic
112,lexical,strong_swap,The quality was amazing,The quality was atrocious,positive,negative,"['amazing', 'atrocious']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: amazing vs atrocious
113,lexical,strong_swap,"Overall, it was fantastic","Overall, it was atrocious",positive,negative,"['fantastic', 'atrocious']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: fantastic vs atrocious
114,lexical,strong_swap,The product was excellent,The product was atrocious,positive,negative,"['excellent', 'atrocious']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: excellent vs atrocious
115,lexical,strong_swap,I found the novel outstanding,I found the novel pathetic,positive,negative,"['outstanding', 'pathetic']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: outstanding vs pathetic
116,lexical,strong_swap,The cinema experience was fantastic,The cinema experience was abysmal,positive,negative,"['fantastic', 'abysmal']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: fantastic vs abysmal
117,lexical,strong_swap,"Overall, it was spectacular","Overall, it was atrocious",positive,negative,"['spectacular', 'atrocious']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: spectacular vs atrocious
118,lexical,strong_swap,The quality was outstanding,The quality was pathetic,positive,negative,"['outstanding', 'pathetic']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: outstanding vs pathetic
119,lexical,strong_swap,The cinema experience was outstanding,The cinema experience was deplorable,positive,negative,"['outstanding', 'deplorable']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: outstanding vs deplorable
120,lexical,strong_swap,The restaurant was brilliant,The restaurant was deplorable,positive,negative,"['brilliant', 'deplorable']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: brilliant vs deplorable
121,lexical,strong_swap,The product was spectacular,The product was deplorable,positive,negative,"['spectacular', 'deplorable']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: spectacular vs deplorable
122,lexical,strong_swap,I found the film quite superb,I found the film quite dreadful,positive,negative,"['superb', 'dreadful']",[6],easy,"[1, 2, 3]",Strong positive/negative swap: superb vs dreadful
123,lexical,strong_swap,I found the service fantastic,I found the service dreadful,positive,negative,"['fantastic', 'dreadful']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: fantastic vs dreadful
124,lexical,strong_swap,"Overall, the movie felt outstanding","Overall, the movie felt appalling",positive,negative,"['outstanding', 'appalling']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: outstanding vs appalling
125,lexical,strong_swap,The product was outstanding,The product was abysmal,positive,negative,"['outstanding', 'abysmal']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: outstanding vs abysmal
126,lexical,strong_swap,Our dining experience was outstanding,Our dining experience was appalling,positive,negative,"['outstanding', 'appalling']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: outstanding vs appalling
127,lexical,strong_swap,The movie was excellent,The movie was abysmal,positive,negative,"['excellent', 'abysmal']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: excellent vs abysmal
128,lexical,strong_swap,The writing was incredible,The writing was atrocious,positive,negative,"['incredible', 'atrocious']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: incredible vs atrocious
129,lexical,strong_swap,Our dining experience was fantastic,Our dining experience was pathetic,positive,negative,"['fantastic', 'pathetic']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: fantastic vs pathetic
130,lexical,strong_swap,This item is incredible,This item is pathetic,positive,negative,"['incredible', 'pathetic']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: incredible vs pathetic
131,lexical,strong_swap,The cinema experience was incredible,The cinema experience was horrible,positive,negative,"['incredible', 'horrible']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: incredible vs horrible
132,lexical,strong_swap,I thought the film was fantastic,I thought the film was horrible,positive,negative,"['fantastic', 'horrible']",[6],easy,"[1, 2, 3]",Strong positive/negative swap: fantastic vs horrible
133,lexical,strong_swap,I found it amazing,I found it disgusting,positive,negative,"['amazing', 'disgusting']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: amazing vs disgusting
134,lexical,strong_swap,The product was brilliant,The product was dreadful,positive,negative,"['brilliant', 'dreadful']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: brilliant vs dreadful
135,lexical,strong_swap,I found the novel excellent,I found the novel pathetic,positive,negative,"['excellent', 'pathetic']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: excellent vs pathetic
136,lexical,strong_swap,The quality was spectacular,The quality was awful,positive,negative,"['spectacular', 'awful']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: spectacular vs awful
137,lexical,strong_swap,I found the service outstanding,I found the service disgusting,positive,negative,"['outstanding', 'disgusting']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: outstanding vs disgusting
138,lexical,strong_swap,The quality was brilliant,The quality was awful,positive,negative,"['brilliant', 'awful']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: brilliant vs awful
139,lexical,strong_swap,The meal was absolutely fantastic,The meal was absolutely pathetic,positive,negative,"['fantastic', 'pathetic']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: fantastic vs pathetic
140,lexical,strong_swap,"Overall, it was wonderful","Overall, it was abysmal",positive,negative,"['wonderful', 'abysmal']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: wonderful vs abysmal
141,lexical,strong_swap,The book was outstanding,The book was pathetic,positive,negative,"['outstanding', 'pathetic']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: outstanding vs pathetic
142,lexical,strong_swap,The cinema experience was amazing,The cinema experience was dreadful,positive,negative,"['amazing', 'dreadful']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: amazing vs dreadful
143,lexical,strong_swap,The movie was wonderful,The movie was dreadful,positive,negative,"['wonderful', 'dreadful']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: wonderful vs dreadful
144,lexical,strong_swap,Our dining experience was superb,Our dining experience was atrocious,positive,negative,"['superb', 'atrocious']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: superb vs atrocious
145,lexical,strong_swap,I found the novel wonderful,I found the novel horrible,positive,negative,"['wonderful', 'horrible']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: wonderful vs horrible
146,lexical,strong_swap,I found it wonderful,I found it appalling,positive,negative,"['wonderful', 'appalling']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: wonderful vs appalling
147,lexical,strong_swap,I found it superb,I found it deplorable,positive,negative,"['superb', 'deplorable']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: superb vs deplorable
148,lexical,strong_swap,The quality was excellent,The quality was pathetic,positive,negative,"['excellent', 'pathetic']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: excellent vs pathetic
149,lexical,strong_swap,I found the film quite amazing,I found the film quite appalling,positive,negative,"['amazing', 'appalling']",[6],easy,"[1, 2, 3]",Strong positive/negative swap: amazing vs appalling
150,lexical,strong_swap,The food was amazing,The food was terrible,positive,negative,"['amazing', 'terrible']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: amazing vs terrible
151,lexical,strong_swap,The restaurant was outstanding,The restaurant was awful,positive,negative,"['outstanding', 'awful']",[4],easy,"[1, 2, 3]",Strong positive/negative swap: outstanding vs awful
152,lexical,strong_swap,I thought it was amazing,I thought it was deplorable,positive,negative,"['amazing', 'deplorable']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: amazing vs deplorable
153,lexical,strong_swap,This movie is absolutely wonderful,This movie is absolutely abysmal,positive,negative,"['wonderful', 'abysmal']",[5],easy,"[1, 2, 3]",Strong positive/negative swap: wonderful vs abysmal
